Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Response,Age,no_of_years_joined,avg_web_purchased,month_joined,week_recency,stra_kfold
0.2088235294117647,0.12682926829268293,93132.0,0,1,77,2,4,7,4,1250,36,332,21,33,16,7,0,0,0,0,0,0,0,68,9,0.4444444444444444,10,11.0,1
0.15447154471544716,0.12682926829268293,32940.0,0,0,64,1,2,1,3,42,15,23,8,11,52,7,0,0,0,0,0,0,0,69,8,0.25,4,9.142857142857142,4
0.09859154929577464,0.21580547112462006,38230.8,1,0,10,1,1,0,3,8,7,7,15,8,11,7,0,0,0,0,0,0,0,40,7,0.14285714285714285,2,1.4285714285714286,4
0.2088235294117647,0.12682926829268293,58438.8,1,1,97,1,1,0,3,31,4,10,2,0,1,5,0,0,0,0,0,0,0,70,8,0.125,5,13.857142857142858,2
0.1433915211970075,0.10024449877750612,96822.0,0,0,62,1,6,4,10,246,48,604,34,26,54,2,0,0,0,0,0,0,0,26,9,0.6666666666666666,8,8.857142857142858,6
0.09859154929577464,0.20125786163522014,70862.4,0,1,36,3,7,1,7,235,38,75,63,57,31,5,0,0,0,0,0,0,0,61,8,0.875,11,5.142857142857143,4
0.2088235294117647,0.20125786163522014,84214.8,0,1,17,3,7,3,13,537,91,168,69,44,133,5,0,0,0,0,0,0,0,44,8,0.875,7,2.4285714285714284,4
0.15447154471544716,0.10024449877750612,43108.8,1,1,63,1,1,0,3,13,3,14,2,3,7,5,0,0,0,0,0,0,0,51,7,0.14285714285714285,3,9.0,3
0.1433915211970075,0.12682926829268293,71599.2,1,1,94,7,3,2,8,628,56,178,23,17,133,8,0,1,0,0,0,0,0,48,8,0.375,3,13.428571428571429,3
0.2088235294117647,0.21580547112462006,109119.6,0,0,97,1,4,6,4,1025,34,430,62,63,79,1,0,0,1,0,0,0,0,66,7,0.5714285714285714,3,13.857142857142858,3
0.1433915211970075,0.12682926829268293,36999.6,1,1,40,2,1,0,3,16,3,7,3,1,6,5,0,0,0,0,0,0,0,69,8,0.125,7,5.714285714285714,5
0.2088235294117647,0.12682926829268293,72702.0,1,1,24,10,7,4,9,272,45,309,55,42,21,5,0,0,0,0,0,0,1,49,8,0.875,6,3.4285714285714284,3
0.1433915211970075,0.12682926829268293,27574.8,1,0,36,3,3,2,2,21,20,19,20,21,22,8,0,0,0,0,0,0,1,50,9,0.3333333333333333,6,5.142857142857143,3
0.09859154929577464,0.20125786163522014,92756.4,0,0,91,1,5,7,9,413,64,109,48,122,41,4,0,0,0,1,0,0,0,63,8,0.625,1,13.0,1
0.1433915211970075,0.20125786163522014,2076.0,0,0,72,15,0,0,0,6,4,3,1,1,1,20,0,0,0,0,0,0,0,49,7,0.0,5,10.285714285714286,1
0.15447154471544716,0.12682926829268293,46142.4,1,1,69,3,3,0,3,61,3,14,0,0,2,7,0,0,0,0,0,0,0,65,7,0.42857142857142855,3,9.857142857142858,6
0.2088235294117647,0.10024449877750612,71150.4,0,1,78,2,3,5,8,383,17,68,19,14,14,3,0,0,0,0,0,0,0,70,8,0.375,6,11.142857142857142,3
0.1433915211970075,0.21580547112462006,28130.4,1,0,78,1,1,0,3,7,3,6,8,6,5,7,0,0,0,0,0,0,0,33,9,0.1111111111111111,12,11.142857142857142,2
0.1433915211970075,0.10024449877750612,47343.6,1,0,71,2,2,0,3,51,3,7,0,0,2,6,0,0,0,0,0,0,0,37,7,0.2857142857142857,3,10.142857142857142,4
0.1433915211970075,0.12682926829268293,47906.4,1,0,37,2,3,0,4,34,15,59,19,1,36,8,0,0,0,0,0,0,0,37,8,0.375,2,5.285714285714286,5
0.1433915211970075,0.10024449877750612,71377.2,0,1,54,2,3,3,8,183,6,85,71,66,58,2,0,0,0,0,0,0,0,45,8,0.375,10,7.714285714285714,7
0.15447154471544716,0.12682926829268293,40132.8,1,1,31,1,1,0,2,13,3,8,0,0,2,8,0,0,0,0,0,0,0,68,9,0.1111111111111111,3,4.428571428571429,1
0.1433915211970075,0.12682926829268293,98996.4,0,0,39,1,2,7,9,782,132,573,216,21,203,4,0,0,1,0,0,0,0,40,9,0.2222222222222222,10,5.571428571428571,1
0.1433915211970075,0.21580547112462006,55328.4,1,0,85,1,1,1,4,36,12,27,16,9,33,3,0,0,0,0,0,0,0,31,7,0.14285714285714285,10,12.142857142857142,5
0.2088235294117647,0.12682926829268293,113845.2,0,2,106,1,8,5,4,174,27,553,188,0,144,7,0,1,1,0,0,0,1,51,9,0.8888888888888888,1,15.142857142857142,3
0.1433915211970075,0.21580547112462006,84715.2,0,0,75,1,3,5,12,352,47,534,17,0,26,2,0,0,0,0,0,0,0,35,9,0.3333333333333333,5,10.714285714285714,1
0.15447154471544716,0.10024449877750612,36672.0,1,0,13,1,1,0,3,14,4,5,4,5,7,7,0,0,0,0,0,0,0,44,8,0.125,6,1.8571428571428572,0
0.15447154471544716,0.10024449877750612,78124.8,0,1,11,2,3,5,7,743,3,232,13,20,50,7,0,0,0,0,0,0,1,44,8,0.375,11,1.5714285714285714,0
0.09859154929577464,0.20125786163522014,31150.8,1,1,8,2,1,2,2,9,5,12,7,5,26,6,0,0,0,0,0,0,1,50,8,0.125,2,1.1428571428571428,7
0.1433915211970075,0.10024449877750612,85935.59999999999,0,0,33,1,8,2,10,431,52,127,111,21,42,4,0,0,0,0,0,0,0,55,8,1.0,8,4.714285714285714,0
0.09859154929577464,0.20125786163522014,77011.2,0,1,59,8,8,9,8,1220,36,249,64,116,149,6,0,0,0,0,0,0,0,55,9,0.8888888888888888,3,8.428571428571429,5
0.1433915211970075,0.12682926829268293,61544.4,1,1,17,3,4,1,3,122,3,22,13,0,30,7,0,0,0,0,0,0,0,52,7,0.5714285714285714,1,2.4285714285714284,7
0.1433915211970075,0.12682926829268293,43231.2,2,1,41,2,2,0,3,25,7,10,6,4,17,6,0,0,0,0,0,0,0,48,7,0.2857142857142857,3,5.857142857142857,3
0.2088235294117647,0.10024449877750612,100238.4,0,0,43,1,4,6,4,760,147,562,104,64,224,1,0,0,1,0,0,0,0,121,8,0.5,9,6.142857142857143,7
0.2088235294117647,0.12682926829268293,94717.2,0,0,26,1,2,8,13,336,200,170,58,152,35,1,0,0,0,0,0,0,0,49,8,0.25,10,3.7142857142857144,5
0.15447154471544716,0.12682926829268293,45814.8,1,1,37,4,3,1,3,43,7,22,4,2,20,7,0,0,0,0,0,0,0,54,8,0.375,3,5.285714285714286,3
0.1433915211970075,0.21580547112462006,27102.0,0,0,30,1,1,1,2,8,12,15,13,2,39,9,1,0,0,0,0,0,1,50,8,0.125,3,4.285714285714286,3
0.15447154471544716,0.12682926829268293,105716.4,1,0,31,1,6,5,8,168,3,480,0,126,75,9,0,1,1,1,0,0,1,42,9,0.6666666666666666,8,4.428571428571429,0
0.09859154929577464,0.12682926829268293,9000.0,1,0,103,2,2,0,3,6,14,5,4,6,9,8,0,0,0,0,0,0,0,34,8,0.25,7,14.714285714285714,7
0.15447154471544716,0.21580547112462006,38145.6,1,0,22,3,3,0,4,21,10,23,0,8,6,5,0,0,0,0,0,1,0,37,7,0.42857142857142855,3,3.142857142857143,2
0.1433915211970075,0.21580547112462006,35712.0,1,0,94,4,3,1,4,69,7,68,7,5,17,8,0,0,0,0,0,0,0,35,9,0.3333333333333333,8,13.428571428571429,3
0.1433915211970075,0.12682926829268293,73288.8,0,1,44,7,11,5,8,794,3,133,0,28,152,7,0,0,0,0,0,0,0,62,9,1.2222222222222223,8,6.285714285714286,5
0.02631578947368421,0.21580547112462006,32241.6,1,0,59,1,1,0,2,5,3,1,8,3,2,7,0,0,0,0,0,0,0,29,7,0.14285714285714285,4,8.428571428571429,3
0.1433915211970075,0.21580547112462006,56284.8,1,1,27,4,5,1,4,158,7,56,0,9,31,8,0,0,0,0,0,0,0,53,9,0.5555555555555556,3,3.857142857142857,4
0.1433915211970075,0.10024449877750612,61434.0,1,1,53,8,9,2,5,235,17,156,82,24,58,8,0,0,0,0,0,0,0,58,8,1.125,1,7.571428571428571,5
0.1433915211970075,0.21580547112462006,79552.8,0,0,75,1,4,3,5,256,111,334,65,92,117,2,0,0,0,0,0,0,0,55,7,0.5714285714285714,3,10.714285714285714,2
0.1433915211970075,0.28,54820.8,1,0,44,1,1,0,2,10,4,5,10,0,7,7,0,0,0,0,0,0,0,49,8,0.125,2,6.285714285714286,0
0.1433915211970075,0.20125786163522014,31380.0,2,1,68,1,1,0,3,10,4,13,3,5,1,7,0,0,0,0,0,0,0,64,8,0.125,11,9.714285714285714,2
0.2088235294117647,0.12682926829268293,91038.0,0,0,80,1,3,5,10,488,3,591,156,0,12,1,0,0,0,0,0,0,0,77,7,0.42857142857142855,3,11.428571428571429,4
0.1433915211970075,0.12682926829268293,35178.0,1,1,62,4,2,0,4,18,5,14,8,7,4,6,0,0,0,0,0,0,0,60,7,0.2857142857142857,6,8.857142857142858,7
0.2088235294117647,0.28,61882.8,0,1,46,4,7,1,7,385,3,47,6,0,34,8,0,1,0,0,0,0,1,71,8,0.875,12,6.571428571428571,2
0.15447154471544716,0.21580547112462006,37392.0,1,0,66,2,2,0,3,21,6,25,6,1,13,8,0,0,0,0,0,0,0,45,8,0.25,9,9.428571428571429,4
0.1433915211970075,0.21580547112462006,56307.6,1,0,97,3,5,1,7,90,47,54,102,78,6,7,0,0,0,0,0,0,0,33,9,0.5555555555555556,8,13.857142857142858,2
0.15447154471544716,0.12682926829268293,75414.0,1,1,10,11,3,4,10,1104,3,45,0,0,34,8,0,1,0,0,0,0,1,71,9,0.3333333333333333,1,1.4285714285714286,1
0.15447154471544716,0.12682926829268293,108271.2,0,0,33,1,4,7,12,1088,111,649,253,151,108,2,0,0,0,1,0,0,0,64,9,0.4444444444444444,9,4.714285714285714,7
0.15447154471544716,0.10024449877750612,53522.4,1,1,42,6,6,1,4,172,5,89,0,0,34,8,0,0,0,0,0,0,0,51,7,0.8571428571428571,2,6.0,1
0.1433915211970075,0.20125786163522014,15085.2,1,0,93,4,3,1,3,8,8,14,2,12,17,6,0,0,0,0,0,0,0,44,7,0.42857142857142855,1,13.285714285714286,6
0.2088235294117647,0.12682926829268293,82076.4,0,1,13,1,6,9,5,765,83,466,17,13,80,3,0,0,0,0,0,0,0,44,8,0.75,11,1.8571428571428572,7
0.2088235294117647,0.10024449877750612,44874.0,1,0,54,1,1,0,3,23,3,9,0,1,11,6,0,0,0,0,0,0,0,44,7,0.14285714285714285,2,7.714285714285714,5
0.1433915211970075,0.12682926829268293,58423.2,1,2,15,1,1,0,2,15,3,7,2,0,1,8,0,0,0,0,0,0,0,67,8,0.125,4,2.142857142857143,3
0.1433915211970075,0.12682926829268293,78252.0,0,1,32,2,9,3,8,631,3,70,0,7,28,6,0,1,0,1,0,0,0,65,7,1.2857142857142858,10,4.571428571428571,2
0.1433915211970075,0.10024449877750612,101887.2,0,0,105,1,5,6,12,1002,18,414,99,30,76,2,0,1,1,0,1,0,0,48,8,0.625,4,15.0,3
0.1433915211970075,0.12682926829268293,95046.0,0,0,80,1,6,5,4,509,26,117,179,28,44,4,0,0,0,1,0,0,1,45,9,0.6666666666666666,8,11.428571428571429,7
0.1433915211970075,0.12682926829268293,70933.2,0,0,97,1,11,1,8,529,3,134,28,28,155,7,0,0,0,0,0,0,0,66,8,1.375,2,13.857142857142858,6
0.1433915211970075,0.21580547112462006,86479.2,0,0,62,1,4,6,6,1008,37,536,134,51,34,2,0,0,1,1,0,0,1,39,7,0.5714285714285714,6,8.857142857142858,6
0.1433915211970075,0.28,36446.4,1,1,40,3,2,0,3,20,3,12,7,3,7,7,0,0,0,0,0,0,0,49,9,0.2222222222222222,12,5.714285714285714,1
0.2088235294117647,0.12682926829268293,71870.4,0,1,33,1,2,1,3,78,3,13,0,1,0,3,0,0,0,0,0,0,0,50,8,0.25,2,4.714285714285714,5
0.2088235294117647,0.12682926829268293,65631.59999999999,0,1,79,8,6,4,13,691,20,142,23,26,35,6,0,0,0,0,0,0,0,58,8,0.75,2,11.285714285714286,2
0.2088235294117647,0.10024449877750612,93435.6,0,0,27,1,4,5,10,886,41,319,16,25,12,2,0,0,0,0,0,0,0,62,8,0.5,11,3.857142857142857,1
0.1433915211970075,0.10024449877750612,40831.2,1,1,18,3,2,1,3,23,9,15,12,8,17,5,0,0,0,0,0,0,0,70,8,0.25,5,2.5714285714285716,3
0.1433915211970075,0.12682926829268293,22714.8,0,0,22,1,1,0,4,37,3,8,23,4,18,6,0,0,0,0,0,0,0,30,8,0.125,2,3.142857142857143,4
0.15447154471544716,0.12682926829268293,80202.0,0,0,28,1,6,4,13,625,29,195,34,17,141,2,0,0,0,0,0,0,0,74,8,0.75,9,4.0,4
0.1433915211970075,0.10024449877750612,40147.2,1,1,65,2,1,0,3,12,6,10,8,1,7,7,0,0,0,0,0,0,0,55,7,0.14285714285714285,4,9.285714285714286,2
0.09859154929577464,0.21580547112462006,55066.8,0,1,49,1,1,0,3,36,3,6,0,1,8,6,0,0,0,0,0,0,0,40,8,0.125,2,7.0,6
0.1433915211970075,0.12682926829268293,53186.4,1,0,37,2,3,0,3,51,3,40,3,0,3,8,0,0,0,0,0,0,0,35,7,0.42857142857142855,6,5.285714285714286,7
0.1433915211970075,0.12682926829268293,73543.2,0,1,41,2,7,1,8,361,3,107,19,9,117,5,0,0,0,0,0,0,0,54,8,0.875,2,5.857142857142857,3
0.15447154471544716,0.12682926829268293,36626.4,0,1,13,5,1,2,9,184,11,83,19,11,26,2,0,0,0,0,0,0,0,60,9,0.1111111111111111,8,1.8571428571428572,1
0.1433915211970075,0.12682926829268293,108000.0,0,0,98,1,4,8,5,680,147,133,94,192,241,1,1,0,1,1,0,0,0,36,8,0.5,12,14.0,0
0.1433915211970075,0.10024449877750612,66450.0,0,1,10,1,1,1,6,47,14,57,10,28,14,2,0,0,0,0,0,0,0,43,8,0.125,10,1.4285714285714286,2
0.15447154471544716,0.20125786163522014,52861.2,1,1,27,4,3,1,4,84,10,58,6,3,18,6,0,0,0,0,0,0,1,47,8,0.375,1,3.857142857142857,1
0.2088235294117647,0.10024449877750612,74286.0,0,1,9,2,4,2,4,172,3,43,6,2,13,5,0,0,0,0,0,0,0,45,7,0.5714285714285714,4,1.2857142857142858,0
0.2088235294117647,0.21580547112462006,57888.0,0,0,80,3,6,3,13,394,94,248,64,49,41,5,0,0,0,0,0,0,1,51,9,0.6666666666666666,9,11.428571428571429,7
0.2088235294117647,0.12682926829268293,54910.8,1,1,20,2,2,0,3,47,4,18,3,0,4,7,0,0,0,0,0,0,0,56,8,0.25,2,2.857142857142857,7
0.09859154929577464,0.10024449877750612,81979.2,0,1,61,5,10,7,10,811,83,161,120,11,33,6,0,0,0,0,0,0,0,56,9,1.1111111111111112,4,8.714285714285714,2
0.1433915211970075,0.21580547112462006,26792.4,1,0,101,1,1,0,3,10,7,8,2,0,5,5,0,0,0,0,0,0,0,35,8,0.125,2,14.428571428571429,7
0.1433915211970075,0.12682926829268293,57813.6,1,1,76,6,5,1,4,164,7,45,6,2,38,8,0,0,0,0,0,0,0,45,9,0.5555555555555556,10,10.857142857142858,4
0.2088235294117647,0.10024449877750612,93146.4,0,2,10,2,6,3,11,525,10,154,19,0,14,3,0,0,0,0,0,0,0,50,7,0.8571428571428571,4,1.4285714285714286,0
0.1433915211970075,0.10024449877750612,39813.6,1,0,16,1,1,0,3,17,9,2,11,2,16,4,0,0,0,0,0,0,0,43,7,0.14285714285714285,1,2.2857142857142856,3
0.1433915211970075,0.21580547112462006,28515.6,1,0,71,1,1,0,3,27,3,6,6,2,6,7,0,0,0,0,0,0,0,43,9,0.1111111111111111,7,10.142857142857142,6
0.1433915211970075,0.12682926829268293,63037.2,0,0,75,2,7,2,10,288,115,151,51,72,125,6,0,0,0,0,0,0,0,49,9,0.7777777777777778,12,10.714285714285714,1
0.2088235294117647,0.21580547112462006,77940.0,0,1,36,2,11,2,10,824,3,72,12,0,63,7,0,1,0,0,0,0,0,69,9,1.2222222222222223,12,5.142857142857143,0
0.09859154929577464,0.10024449877750612,30211.2,1,1,86,1,1,0,2,9,3,4,0,0,5,7,0,0,0,0,0,0,0,44,8,0.125,10,12.285714285714286,4
0.02631578947368421,0.20125786163522014,11457.6,1,0,38,2,1,0,3,5,4,3,10,6,9,8,0,0,0,0,0,0,0,44,9,0.1111111111111111,8,5.428571428571429,0
0.1433915211970075,0.10024449877750612,85640.4,0,0,31,1,4,5,7,232,26,389,42,21,75,2,0,0,0,0,0,0,0,61,8,0.5,8,4.428571428571429,1
0.1433915211970075,0.12682926829268293,85951.2,0,0,101,1,5,5,8,551,75,376,94,145,72,3,0,1,0,0,0,0,0,41,9,0.5555555555555556,1,14.428571428571429,3
0.1433915211970075,0.10024449877750612,26412.0,1,0,58,2,2,0,3,16,5,9,3,0,8,8,0,0,0,0,0,0,0,37,8,0.25,6,8.285714285714286,4
0.1433915211970075,0.10024449877750612,43539.6,1,1,49,2,1,0,3,11,8,5,8,0,5,4,0,0,0,0,0,0,0,44,7,0.14285714285714285,4,7.0,4
0.09859154929577464,0.10024449877750612,43561.2,1,0,60,1,3,0,3,16,15,35,3,5,12,7,0,0,0,0,0,0,0,44,8,0.375,10,8.571428571428571,4
0.2088235294117647,0.12682926829268293,51922.8,1,0,68,1,1,0,2,15,4,7,0,0,1,8,0,0,0,0,0,0,0,48,8,0.125,9,9.714285714285714,5
0.2088235294117647,0.28,99085.2,0,0,35,0,6,5,13,866,34,558,62,95,79,2,0,0,1,0,0,0,0,58,7,0.8571428571428571,2,5.0,3
0.1433915211970075,0.10024449877750612,68520.0,0,0,26,1,3,3,6,186,24,69,39,3,96,3,0,0,0,0,0,0,0,47,8,0.375,4,3.7142857142857144,4
0.1433915211970075,0.12682926829268293,30302.4,1,0,33,1,1,0,2,6,6,4,2,2,6,8,0,0,0,0,0,0,0,34,8,0.125,12,4.714285714285714,4
0.2088235294117647,0.21580547112462006,99360.0,0,0,30,1,7,6,12,1011,25,115,59,68,45,3,0,0,1,1,0,0,1,74,9,0.7777777777777778,11,4.285714285714286,0
0.15447154471544716,0.21580547112462006,55707.6,1,1,13,3,2,0,4,73,3,16,0,0,8,7,0,0,0,0,0,0,0,48,8,0.25,9,1.8571428571428572,6
0.15447154471544716,0.12682926829268293,46142.4,1,1,69,3,3,0,3,61,3,14,0,0,2,7,0,0,0,0,0,0,0,65,7,0.42857142857142855,3,9.857142857142858,4
0.15447154471544716,0.12682926829268293,39318.0,1,0,56,2,2,0,4,18,6,17,7,3,3,5,0,0,0,0,0,0,0,41,7,0.2857142857142857,2,8.0,7
0.1433915211970075,0.10024449877750612,91838.4,1,1,45,4,9,5,7,360,33,177,90,138,30,5,0,0,0,0,0,0,0,45,8,1.125,9,6.428571428571429,2
0.15447154471544716,0.10024449877750612,60964.2,1,1,59,7,4,10,4,380,45,48,94,66,96,3,0,0,0,0,0,0,0,51,8,0.5,5,8.428571428571429,6
0.1433915211970075,0.12682926829268293,53986.8,0,1,33,5,5,1,5,103,3,106,49,10,106,6,0,0,0,0,0,0,0,46,9,0.5555555555555556,12,4.714285714285714,3
0.1433915211970075,0.20125786163522014,59317.2,0,1,16,2,7,1,5,224,6,100,26,0,17,8,0,0,0,0,0,0,0,65,9,0.7777777777777778,3,2.2857142857142856,6
0.2088235294117647,0.10024449877750612,76816.8,2,1,63,7,8,2,5,411,3,30,0,0,8,7,0,0,0,1,0,0,0,74,7,1.1428571428571428,10,9.0,1
0.1433915211970075,0.12682926829268293,82966.8,0,1,30,1,4,1,5,91,15,75,33,15,6,4,0,0,0,0,0,0,0,55,7,0.5714285714285714,1,4.285714285714286,1
0.2088235294117647,0.21580547112462006,79898.4,0,0,90,1,2,8,9,794,28,420,16,38,0,1,0,0,0,0,0,0,0,51,7,0.2857142857142857,3,12.857142857142858,6
0.2088235294117647,0.12682926829268293,103012.8,0,0,69,1,6,6,7,943,22,843,25,95,38,2,0,0,1,0,0,0,0,47,7,0.8571428571428571,5,9.857142857142858,0
0.2088235294117647,0.21580547112462006,56224.8,1,1,88,6,5,1,3,101,4,79,7,1,79,8,1,0,0,0,0,0,1,47,7,0.7142857142857143,3,12.571428571428571,6
0.2088235294117647,0.10024449877750612,41493.6,2,1,8,1,1,0,2,12,3,1,0,0,0,6,0,0,0,0,0,0,0,48,7,0.14285714285714285,11,1.1428571428571428,3
0.1433915211970075,0.12682926829268293,41256.0,1,0,75,4,4,1,3,77,10,58,13,1,24,8,0,0,0,0,0,0,0,43,8,0.5,2,10.714285714285714,7
0.1433915211970075,0.12682926829268293,53626.8,1,1,89,2,1,1,2,23,3,5,0,0,11,7,1,0,0,0,0,0,0,69,7,0.14285714285714285,10,12.714285714285714,2
0.1433915211970075,0.12682926829268293,77508.0,0,0,105,1,9,4,10,925,141,168,36,46,30,6,0,0,0,0,0,0,0,52,9,1.0,10,15.0,1
0.2088235294117647,0.20125786163522014,84214.8,0,1,17,3,7,3,13,537,91,168,69,44,133,5,0,0,0,0,0,0,0,44,8,0.875,7,2.4285714285714284,4
0.2088235294117647,0.12682926829268293,21802.8,1,0,47,1,1,0,2,14,3,5,0,0,7,8,0,0,0,0,0,0,0,35,8,0.125,2,6.714285714285714,6
0.2088235294117647,0.12682926829268293,81055.2,0,0,97,1,4,10,5,869,137,768,150,38,172,3,0,0,0,0,0,0,0,32,9,0.4444444444444444,8,13.857142857142858,7
0.1433915211970075,0.12682926829268293,89121.59999999998,0,0,90,1,4,3,5,204,69,315,97,174,41,2,0,0,0,0,0,0,0,65,8,0.5,2,12.857142857142858,2
0.1433915211970075,0.10024449877750612,50594.4,1,0,38,2,3,1,3,51,10,59,2,4,27,6,1,0,0,0,0,0,1,39,8,0.375,11,5.428571428571429,6
0.15447154471544716,0.12682926829268293,110595.6,0,0,32,0,5,11,5,822,186,797,106,163,20,2,0,0,1,1,0,0,1,45,9,0.5555555555555556,12,4.571428571428571,1
0.1433915211970075,0.21580547112462006,83115.59999999999,0,1,21,1,9,1,7,497,8,32,13,5,21,6,0,1,0,0,0,0,0,55,7,1.2857142857142858,5,3.0,0
0.1433915211970075,0.10024449877750612,26736.0,1,0,92,1,1,0,2,7,4,4,3,1,2,8,0,0,0,0,0,0,0,45,8,0.125,5,13.142857142857142,5
0.1433915211970075,0.20125786163522014,102819.6,0,0,13,1,2,4,10,1301,20,311,45,69,51,1,0,1,1,1,1,0,1,66,7,0.2857142857142857,3,1.8571428571428572,1
0.1433915211970075,0.12682926829268293,92924.4,0,0,77,1,4,5,13,565,24,442,29,44,29,1,0,0,1,0,0,0,0,57,8,0.5,11,11.0,6
0.2088235294117647,0.12682926829268293,92444.4,0,1,10,1,7,7,12,468,99,333,168,53,10,3,0,0,0,0,0,0,0,60,8,0.875,10,1.4285714285714286,3
0.1433915211970075,0.10024449877750612,23332.8,1,0,15,3,4,1,2,21,3,23,3,2,10,7,0,0,0,0,0,0,1,38,7,0.5714285714285714,2,2.142857142857143,0
0.1433915211970075,0.21580547112462006,43356.0,0,1,53,6,3,8,4,162,46,127,68,56,37,4,1,0,0,0,0,0,1,66,8,0.375,2,7.571428571428571,4
0.1433915211970075,0.21580547112462006,56430.0,0,1,59,3,6,3,5,259,10,108,20,0,26,6,0,0,0,0,0,0,0,44,8,0.75,7,8.428571428571429,7
